investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV002505,149.66666666666666,4,718010,At Risk
INV002506,55.0,8,549139,At Risk
INV002507,83.2,6,593932,At Risk
INV002508,51.625,9,128547,At Risk
INV002509,29.0,12,668923,Active
INV002510,45.45454545454545,12,1152823,At Risk
INV002511,302.0,2,420200,At Risk
INV002512,100.0,5,1018520,At Risk
INV002513,78.0,5,337981,At Risk
INV002514,179.0,3,72316,At Risk
INV002515,83.75,5,973591,At Risk
INV002516,39.0,4,418311,At Risk
INV002517,,1,4897,Active
INV002518,103.0,5,507808,At Risk
INV002519,,1,48999,Active
INV002520,43.09090909090909,12,1967715,At Risk
INV002521,56.42857142857143,8,495324,At Risk
INV002522,,1,175414,Active
INV002523,45.63636363636363,12,1861163,At Risk
INV002524,145.0,3,822644,At Risk
INV002525,116.5,3,162873,At Risk
INV002526,42.1,11,1511279,At Risk
INV002527,29.8,11,628152,Active
INV002528,74.4,6,240997,At Risk
INV002529,81.6,6,822048,At Risk
INV002530,62.5,9,301697,At Risk
INV002531,50.888888888888886,10,723463,At Risk
INV002532,134.0,4,308468,At Risk
INV002533,60.666666666666664,7,253220,At Risk
INV002534,118.0,4,324264,At Risk
INV002535,36.1,11,1750901,At Risk
INV002536,71.8,6,921052,At Risk
INV002537,,1,104160,Active
INV002538,250.0,2,30934,At Risk
INV002539,65.0,2,9949,At Risk
INV002540,67.6,6,702699,At Risk
INV002541,56.0,5,792757,At Risk
INV002542,57.75,9,1139898,At Risk
INV002543,40.72727272727273,12,1211489,At Risk
INV002544,,1,8566,Active
INV002545,99.5,5,1199007,At Risk
INV002546,55.888888888888886,10,1299210,At Risk
INV002547,49.44444444444444,10,1475760,At Risk
INV002548,79.83333333333333,7,1100118,At Risk
INV002549,60.125,9,1611382,At Risk
INV002550,99.5,3,68048,At Risk
INV002551,59.42857142857143,8,670617,At Risk
INV002552,39.45454545454545,12,574322,At Risk
INV002553,34.0,12,2668557,Active
INV002554,68.57142857142857,8,380124,At Risk
INV002555,53.77777777777778,10,1025854,At Risk
INV002556,72.6,6,1384313,At Risk
INV002557,50.375,9,700569,At Risk
INV002558,48.8,11,1422537,At Risk
INV002559,72.0,3,386263,At Risk
INV002560,79.33333333333333,7,348692,At Risk
INV002561,55.25,5,577759,At Risk
INV002562,,1,43246,Active
INV002563,52.666666666666664,10,1166291,At Risk
INV002564,74.5,3,737573,At Risk
INV002565,55.333333333333336,10,1311060,At Risk
INV002566,61.285714285714285,8,517343,At Risk
INV002567,46.9,11,1733981,At Risk
INV002568,53.875,9,216067,At Risk
INV002569,19.0,2,318469,Active
INV002570,37.09090909090909,12,1229933,At Risk
INV002571,63.857142857142854,8,890369,At Risk
INV002572,44.7,11,1095020,At Risk
INV002573,,1,8328,Active
INV002574,43.72727272727273,12,1051020,At Risk
INV002575,44.9,11,530975,At Risk
INV002576,40.42857142857143,8,1360157,At Risk
INV002577,61.5,3,51820,At Risk
INV002578,110.75,5,744333,At Risk
INV002579,34.0,7,281290,Active
INV002580,56.0,4,48803,At Risk
INV002581,,1,336586,Active
INV002582,43.0,10,1082210,At Risk
INV002583,65.33333333333333,7,1657784,At Risk
INV002584,118.5,3,675479,At Risk
INV002585,42.72727272727273,12,1876600,At Risk
INV002586,72.66666666666667,7,105304,At Risk
INV002587,75.0,6,1127648,At Risk
INV002588,53.375,9,1901993,At Risk
INV002589,,1,8624,Active
INV002590,42.54545454545455,12,1061648,At Risk
INV002591,48.142857142857146,8,528508,At Risk
INV002592,94.8,6,1134073,At Risk
INV002593,130.33333333333334,4,139606,At Risk
INV002594,55.44444444444444,10,1388876,At Risk
INV002595,78.75,5,471571,At Risk
INV002596,205.0,3,267155,At Risk
INV002597,84.0,6,805586,At Risk
INV002598,41.1,11,994120,At Risk
INV002599,73.66666666666667,7,529509,At Risk
INV002600,85.5,5,892775,At Risk
INV002601,134.0,3,434964,At Risk
INV002602,42.0,12,1155403,At Risk
INV002603,68.2,6,1607484,At Risk
INV002604,79.2,6,365542,At Risk
INV002605,101.25,5,1031428,At Risk
INV002606,56.0,9,428091,At Risk
INV002607,61.8,6,1526125,At Risk
INV002608,126.33333333333333,4,51776,At Risk
INV002609,122.0,2,273899,At Risk
INV002610,93.0,5,736043,At Risk
INV002611,97.2,6,1678851,At Risk
INV002612,162.0,2,17198,At Risk
INV002613,44.54545454545455,12,1098323,At Risk
INV002614,38.333333333333336,4,480166,At Risk
INV002615,,1,4382,Active
INV002616,136.66666666666666,4,359877,At Risk
INV002617,116.0,4,252149,At Risk
INV002618,,1,486,Active
INV002619,71.6,6,1055131,At Risk
INV002620,345.0,2,10679,At Risk
INV002621,73.0,6,895547,At Risk
INV002622,48.6,11,689616,At Risk
INV002623,,1,2184,Active
INV002624,68.75,5,885681,At Risk
INV002625,78.4,6,743144,At Risk
INV002626,78.6,6,412482,At Risk
INV002627,60.714285714285715,8,393005,At Risk
INV002628,53.25,9,1173839,At Risk
INV002629,142.0,4,38172,At Risk
INV002630,53.0,8,604786,At Risk
INV002631,58.285714285714285,8,1312611,At Risk
INV002632,45.9,11,815495,At Risk
INV002633,40.81818181818182,12,1822320,At Risk
INV002634,23.333333333333332,7,1155097,Active
INV002635,48.888888888888886,10,1130827,At Risk
INV002636,118.0,2,1410,At Risk
INV002637,76.6,6,976980,At Risk
INV002638,127.33333333333333,4,787725,At Risk
INV002639,30.666666666666668,7,220235,Active
INV002640,38.18181818181818,12,407956,At Risk
INV002641,59.57142857142857,8,722158,At Risk
INV002642,48.111111111111114,10,1528148,At Risk
INV002643,55.25,9,604134,At Risk
INV002644,,1,391205,Active
INV002645,40.1,11,718998,At Risk
INV002646,,1,2310,Active
INV002647,76.0,7,1051925,At Risk
INV002648,77.33333333333333,7,745128,At Risk
INV002649,86.33333333333333,4,454765,At Risk
INV002650,98.75,5,489864,At Risk
INV002651,97.25,5,904120,At Risk
INV002652,48.75,9,1408127,At Risk
INV002653,,1,513,Active
INV002654,43.3,11,634501,At Risk
INV002655,86.33333333333333,4,508531,At Risk
INV002656,51.333333333333336,10,1556050,At Risk
INV002657,114.25,5,167584,At Risk
INV002658,100.8,6,620774,At Risk
INV002659,49.666666666666664,10,1026277,At Risk
INV002660,81.75,5,580860,At Risk
INV002661,60.0,2,908,At Risk
INV002662,142.0,3,152791,At Risk
INV002663,,1,279886,Active
INV002664,57.2,6,595421,At Risk
INV002665,,1,139830,Active
INV002666,43.7,11,978886,At Risk
INV002667,,1,244753,Active
INV002668,43.45454545454545,12,1798948,At Risk
INV002669,140.5,3,485674,At Risk
INV002670,201.5,3,32088,At Risk
INV002671,43.63636363636363,12,800949,At Risk
INV002672,,1,441,Active
INV002673,50.55555555555556,10,921689,At Risk
INV002674,37.45454545454545,12,1451234,At Risk
INV002675,40.63636363636363,12,974634,At Risk
INV002676,80.0,4,565809,At Risk
INV002677,185.0,2,388167,At Risk
INV002678,,1,472,Active
INV002679,65.71428571428571,8,1242019,At Risk
INV002680,101.75,5,689501,At Risk
INV002681,83.66666666666667,7,77813,At Risk
INV002682,40.44444444444444,10,1690507,At Risk
INV002683,10.75,5,477982,Active
INV002684,43.3,11,1273552,At Risk
INV002685,96.4,6,732855,At Risk
INV002686,110.5,5,1228291,At Risk
INV002687,45.714285714285715,8,1038000,At Risk
INV002688,32.888888888888886,10,360928,Active
INV002689,35.0,11,1462406,Active
INV002690,129.33333333333334,4,761823,At Risk
INV002691,384.0,2,142434,At Risk
INV002692,56.875,9,1912308,At Risk
INV002693,32.45454545454545,12,1480616,Active
INV002694,124.33333333333333,4,336088,At Risk
INV002695,,1,2490,Active
INV002696,43.7,11,1740739,At Risk
INV002697,51.875,9,295570,At Risk
INV002698,31.5,11,2056205,Active
INV002699,135.33333333333334,4,52215,At Risk
INV002700,59.875,9,488317,At Risk
INV002701,80.66666666666667,4,496000,At Risk
INV002702,49.0,10,687038,At Risk
INV002703,67.33333333333333,4,557730,At Risk
INV002704,37.63636363636363,12,1558276,At Risk
INV002705,22.363636363636363,12,849407,Active
INV002706,47.3,11,1253360,At Risk
INV002707,38.9,11,2651584,At Risk
INV002708,43.81818181818182,12,1553060,At Risk
INV002709,206.0,2,38177,At Risk
INV002710,3.0,2,9983,Active
INV002711,57.375,9,550183,At Risk
INV002712,42.54545454545455,12,388340,At Risk
INV002713,162.0,2,17714,At Risk
INV002714,121.5,5,495424,At Risk
INV002715,,1,527,Active
INV002716,99.8,6,298557,At Risk
INV002717,120.66666666666667,4,328135,At Risk
INV002718,66.83333333333333,7,579809,At Risk
INV002719,114.5,3,293243,At Risk
INV002720,107.0,4,441054,At Risk
INV002721,,1,818,Active
INV002722,47.77777777777778,10,1098120,At Risk
INV002723,37.75,9,44585,At Risk
INV002724,34.81818181818182,12,1640894,Active
INV002725,93.0,6,669734,At Risk
INV002726,29.90909090909091,12,1387173,Active
INV002727,70.28571428571429,8,636901,At Risk
INV002728,,1,11412,Active
INV002729,64.71428571428571,8,2065041,At Risk
INV002730,,1,155942,Active
INV002731,214.0,2,772457,At Risk
INV002732,49.5,11,1027836,At Risk
INV002733,54.111111111111114,10,851110,At Risk
INV002734,80.8,6,369356,At Risk
INV002735,43.18181818181818,12,1440895,At Risk
INV002736,42.9,11,2166018,At Risk
INV002737,38.81818181818182,12,1395803,At Risk
INV002738,57.75,5,1307764,At Risk
INV002739,174.0,3,59250,At Risk
INV002740,79.0,7,1113136,At Risk
INV002741,123.0,4,56215,At Risk
INV002742,1.0,2,190794,Active
INV002743,63.0,8,830045,At Risk
INV002744,52.888888888888886,10,64967,At Risk
INV002745,97.2,6,440351,At Risk
INV002746,47.6,11,832761,At Risk
INV002747,78.33333333333333,7,1381161,At Risk
INV002748,70.83333333333333,7,1058411,At Risk
INV002749,157.0,3,528623,At Risk
INV002750,52.625,9,489019,At Risk
INV002751,48.666666666666664,10,771855,At Risk
INV002752,42.375,9,1187556,At Risk
INV002753,37.2,11,1438337,At Risk
INV002754,93.2,6,238195,At Risk
INV002755,,1,13259,Active
INV002756,230.0,3,424706,At Risk
INV002757,75.25,5,314992,At Risk
INV002758,56.75,9,621192,At Risk
INV002759,82.0,7,1285048,At Risk
INV002760,,1,1118,Active
INV002761,44.0,12,1304993,At Risk
INV002762,46.25,9,972214,At Risk
INV002763,409.0,2,15743,At Risk
INV002764,53.285714285714285,8,1047488,At Risk
INV002765,66.57142857142857,8,1436955,At Risk
INV002766,33.63636363636363,12,1301026,Active
INV002767,46.625,9,722487,At Risk
INV002768,,1,7182,Active
INV002769,49.2,11,1500175,At Risk
INV002770,101.0,5,736893,At Risk
INV002771,110.75,5,699878,At Risk
INV002772,49.666666666666664,10,778911,At Risk
INV002773,405.0,2,69451,At Risk
INV002774,76.0,7,639529,At Risk
INV002775,37.5,9,1917537,At Risk
INV002776,72.4,6,1116694,At Risk
INV002777,144.66666666666666,4,1077532,At Risk
INV002778,116.66666666666667,4,578026,At Risk
INV002779,45.9,11,1632115,At Risk
INV002780,78.0,5,421087,At Risk
INV002781,40.25,5,431185,At Risk
INV002782,74.25,5,985007,At Risk
INV002783,44.63636363636363,12,1426460,At Risk
INV002784,34.75,9,953818,Active
INV002785,91.6,6,501265,At Risk
INV002786,49.8,11,1486264,At Risk
INV002787,56.714285714285715,8,730015,At Risk
INV002788,50.666666666666664,10,1174818,At Risk
INV002789,88.0,3,59762,At Risk
INV002790,247.0,3,167441,At Risk
INV002791,165.5,3,16153,At Risk
INV002792,136.33333333333334,4,710709,At Risk
INV002793,50.857142857142854,8,255816,At Risk
INV002794,39.55555555555556,10,807593,At Risk
INV002795,,1,3347,Active
INV002796,68.83333333333333,7,590852,At Risk
INV002797,403.0,2,295435,At Risk
INV002798,74.66666666666667,7,1134730,At Risk
INV002799,55.125,9,507285,At Risk
INV002800,54.42857142857143,8,170858,At Risk
INV002801,80.83333333333333,7,882502,At Risk
INV002802,46.333333333333336,7,1194797,At Risk
INV002803,39.1,11,1007412,At Risk
INV002804,46.55555555555556,10,586275,At Risk
INV002805,157.0,4,343064,At Risk
INV002806,156.33333333333334,4,263473,At Risk
INV002807,67.0,4,334828,At Risk
INV002808,45.875,9,972792,At Risk
INV002809,81.4,6,27992,At Risk
INV002810,25.11111111111111,10,998276,Active
INV002811,54.857142857142854,8,1212444,At Risk
INV002812,,1,327561,Active
INV002813,36.75,9,441820,At Risk
INV002814,198.0,2,13063,At Risk
INV002815,52.0,2,385303,At Risk
INV002816,129.0,2,2884,At Risk
INV002817,139.0,4,250992,At Risk
INV002818,122.0,4,65179,At Risk
INV002819,31.166666666666668,7,578093,Active
INV002820,116.0,3,726867,At Risk
INV002821,179.0,2,531776,At Risk
INV002822,46.3,11,1210350,At Risk
INV002823,111.0,4,526123,At Risk
INV002824,42.27272727272727,12,1295824,At Risk
INV002825,138.33333333333334,4,269809,At Risk
INV002826,57.25,9,686810,At Risk
INV002827,49.125,9,590809,At Risk
INV002828,42.18181818181818,12,1202798,At Risk
INV002829,64.0,4,225959,At Risk
INV002830,88.2,6,99416,At Risk
INV002831,54.142857142857146,8,403398,At Risk
INV002832,50.0,10,2043853,At Risk
INV002833,99.33333333333333,4,939118,At Risk
INV002834,52.888888888888886,10,1972780,At Risk
INV002835,82.33333333333333,7,66597,At Risk
INV002836,,1,1649,Active
INV002837,68.0,2,163775,At Risk
INV002838,48.888888888888886,10,569559,At Risk
INV002839,82.0,4,977873,At Risk
INV002840,74.25,5,579250,At Risk
INV002841,19.727272727272727,12,1317835,Active
INV002842,,1,14799,Active
INV002843,44.36363636363637,12,1539809,At Risk
INV002844,,1,146535,Active
INV002845,110.5,3,301765,At Risk
INV002846,64.5,5,569385,At Risk
INV002847,47.4,11,310619,At Risk
INV002848,150.0,2,419435,At Risk
INV002849,28.166666666666668,7,975989,Active
INV002850,36.72727272727273,12,1548230,At Risk
INV002851,122.5,5,276966,At Risk
INV002852,43.22222222222222,10,1041610,At Risk
INV002853,39.0,5,1066654,At Risk
INV002854,126.66666666666667,4,39871,At Risk
INV002855,120.0,3,12212,At Risk
INV002856,79.8,6,604068,At Risk
INV002857,,1,832,Active
INV002858,131.66666666666666,4,170407,At Risk
INV002859,51.0,10,1293237,At Risk
INV002860,196.5,3,61602,At Risk
INV002861,53.888888888888886,10,729936,At Risk
INV002862,65.42857142857143,8,632707,At Risk
INV002863,58.75,9,810786,At Risk
INV002864,48.55555555555556,10,1526776,At Risk
INV002865,32.77777777777778,10,1256336,Active
INV002866,120.33333333333333,4,654591,At Risk
INV002867,89.0,6,666063,At Risk
INV002868,43.75,9,1397187,At Risk
INV002869,64.14285714285714,8,810765,At Risk
INV002870,45.0,12,1131331,At Risk
INV002871,30.0,2,344821,Active
INV002872,85.6,6,46749,At Risk
INV002873,62.25,9,1114229,At Risk
INV002874,96.4,6,443630,At Risk
INV002875,58.0,3,40481,At Risk
INV002876,116.0,4,421646,At Risk
INV002877,51.8,6,423220,At Risk
INV002878,190.0,2,166107,At Risk
INV002879,43.6,11,743472,At Risk
INV002880,,1,105098,Active
INV002881,40.5,9,866525,At Risk
INV002882,113.5,5,850270,At Risk
INV002883,48.0,11,953534,At Risk
INV002884,33.0,2,96601,Active
INV002885,20.5,3,479830,Active
INV002886,44.18181818181818,12,1000941,At Risk
INV002887,,1,556503,Active
INV002888,68.0,7,734559,At Risk
INV002889,452.0,2,654142,At Risk
INV002890,45.0,10,1654267,At Risk
INV002891,56.55555555555556,10,273593,At Risk
INV002892,117.0,4,356148,At Risk
INV002893,42.8,11,586694,At Risk
INV002894,90.0,6,1239365,At Risk
INV002895,95.75,5,62836,At Risk
INV002896,63.6,6,80044,At Risk
INV002897,57.285714285714285,8,354310,At Risk
INV002898,58.0,3,7763,At Risk
INV002899,89.6,6,776246,At Risk
INV002900,65.5,7,480127,At Risk
INV002901,69.25,5,690651,At Risk
INV002902,22.666666666666668,4,769587,Active
INV002903,56.0,9,688078,At Risk
INV002904,47.888888888888886,10,921012,At Risk
INV002905,42.9,11,1532174,At Risk
INV002906,48.714285714285715,8,784837,At Risk
INV002907,,1,15867,Active
INV002908,80.0,3,4331,At Risk
INV002909,70.57142857142857,8,512196,At Risk
INV002910,183.5,3,386296,At Risk
INV002911,51.111111111111114,10,1450589,At Risk
INV002912,45.72727272727273,12,2286138,At Risk
INV002913,47.1,11,1590174,At Risk
INV002914,89.2,6,1089489,At Risk
INV002915,43.125,9,167702,At Risk
INV002916,,1,375584,Active
INV002917,99.25,5,77355,At Risk
INV002918,,1,58116,Active
INV002919,,1,2727,Active
INV002920,137.0,4,645236,At Risk
INV002921,51.0,9,586383,At Risk
INV002922,193.5,3,651962,At Risk
INV002923,220.0,2,55913,At Risk
INV002924,26.833333333333332,7,539484,Active
INV002925,106.33333333333333,4,258207,At Risk
INV002926,88.6,6,459914,At Risk
INV002927,47.3,11,384758,At Risk
INV002928,46.77777777777778,10,1692346,At Risk
INV002929,59.5,9,1885229,At Risk
INV002930,95.33333333333333,4,35422,At Risk
INV002931,59.0,9,1476787,At Risk
INV002932,44.875,9,2165816,At Risk
INV002933,31.272727272727273,12,1962782,Active
INV002934,34.666666666666664,10,858890,Active
INV002935,50.875,9,277910,At Risk
INV002936,,1,10548,Active
INV002937,44.77777777777778,10,600588,At Risk
INV002938,121.0,2,313695,At Risk
INV002939,35.54545454545455,12,1410830,At Risk
INV002940,74.5,7,1140863,At Risk
INV002941,47.285714285714285,8,1084661,At Risk
INV002942,41.54545454545455,12,421849,At Risk
INV002943,61.42857142857143,8,535855,At Risk
INV002944,70.2,6,804918,At Risk
INV002945,50.55555555555556,10,772349,At Risk
INV002946,81.0,4,236429,At Risk
INV002947,50.44444444444444,10,869320,At Risk
INV002948,66.0,7,1892942,At Risk
INV002949,77.75,5,355014,At Risk
INV002950,41.27272727272727,12,1333819,At Risk
INV002951,40.666666666666664,10,414948,At Risk
INV002952,60.75,5,1191005,At Risk
INV002953,59.5,5,292442,At Risk
INV002954,45.666666666666664,10,1112349,At Risk
INV002955,57.0,2,246202,At Risk
INV002956,55.75,9,2368091,At Risk
INV002957,76.5,7,552185,At Risk
INV002958,44.5,3,184235,At Risk
INV002959,104.0,2,20966,At Risk
INV002960,,1,15426,Active
INV002961,63.5,9,365134,At Risk
INV002962,,1,12683,Active
INV002963,75.5,3,113711,At Risk
INV002964,52.5,7,609260,At Risk
INV002965,,1,275352,Active
INV002966,47.625,9,1617000,At Risk
INV002967,222.0,3,28737,At Risk
INV002968,80.75,5,79854,At Risk
INV002969,24.88888888888889,10,1076819,Active
INV002970,125.0,4,984974,At Risk
INV002971,99.0,3,282181,At Risk
INV002972,,1,3104,Active
INV002973,48.2,6,452828,At Risk
INV002974,36.63636363636363,12,1468022,At Risk
INV002975,34.666666666666664,4,196089,Active
INV002976,165.0,3,450997,At Risk
INV002977,141.33333333333334,4,10928,At Risk
INV002978,78.0,6,626613,At Risk
INV002979,64.5,7,988274,At Risk
INV002980,68.2,6,247711,At Risk
INV002981,137.0,3,383521,At Risk
INV002982,71.8,6,498259,At Risk
INV002983,68.16666666666667,7,1750339,At Risk
INV002984,53.111111111111114,10,860063,At Risk
INV002985,49.0,6,813008,At Risk
INV002986,121.25,5,737031,At Risk
INV002987,104.66666666666667,4,1224261,At Risk
INV002988,36.5,3,723257,At Risk
INV002989,43.3,11,1154027,At Risk
INV002990,100.0,3,544955,At Risk
INV002991,164.0,3,409695,At Risk
INV002992,71.6,6,231033,At Risk
INV002993,57.625,9,1510622,At Risk
INV002994,44.125,9,577429,At Risk
INV002995,,1,17009,Active
INV002996,43.27272727272727,12,2445043,At Risk
INV002997,54.857142857142854,8,802626,At Risk
INV002998,6.0,2,4850,Active
INV002999,,1,1661,Active
INV003000,67.0,7,54577,At Risk
INV003001,106.0,2,99755,At Risk
INV003002,63.42857142857143,8,873009,At Risk
INV003003,46.6,11,548947,At Risk
INV003004,66.85714285714286,8,966737,At Risk
INV003005,37.2,11,731891,At Risk
INV003006,128.5,3,796257,At Risk
INV003007,42.09090909090909,12,377147,At Risk
INV003008,54.714285714285715,8,1817842,At Risk
INV003009,27.727272727272727,12,566820,Active
INV003010,77.0,7,1012557,At Risk
INV003011,48.77777777777778,10,1047733,At Risk
INV003012,46.6,6,469660,At Risk
INV003013,41.5,3,333662,At Risk
INV003014,68.66666666666667,7,433729,At Risk
INV003015,45.6,11,643733,At Risk
INV003016,96.6,6,1160040,At Risk
INV003017,73.16666666666667,7,788360,At Risk
INV003018,41.833333333333336,7,332858,At Risk
INV003019,,1,2828,Active
INV003020,208.0,2,26926,At Risk
INV003021,68.85714285714286,8,613677,At Risk
INV003022,39.09090909090909,12,1284892,At Risk
INV003023,94.75,5,95540,At Risk
INV003024,26.7,11,1924474,Active
INV003025,29.8,11,787052,Active
INV003026,206.5,3,707779,At Risk
INV003027,71.0,8,955226,At Risk
INV003028,53.666666666666664,10,1256697,At Risk
INV003029,152.5,3,199036,At Risk
INV003030,230.0,2,618508,At Risk
INV003031,62.57142857142857,8,1313604,At Risk
INV003032,260.0,2,48955,At Risk
INV003033,47.8,11,1199886,At Risk
INV003034,61.333333333333336,7,420507,At Risk
INV003035,76.0,2,93094,At Risk
INV003036,50.22222222222222,10,399163,At Risk
INV003037,43.36363636363637,12,1304237,At Risk
INV003038,82.66666666666667,4,347648,At Risk
INV003039,,1,26913,Active
INV003040,41.333333333333336,10,1362150,At Risk
INV003041,47.3,11,1248140,At Risk
INV003042,56.0,5,735043,At Risk
INV003043,44.3,11,1292740,At Risk
INV003044,53.375,9,209389,At Risk
INV003045,47.0,11,1688041,At Risk
INV003046,94.66666666666667,4,606902,At Risk
INV003047,44.63636363636363,12,1136835,At Risk
INV003048,71.0,6,548609,At Risk
INV003049,54.375,9,938743,At Risk
INV003050,116.0,3,1015060,At Risk
INV003051,69.5,5,618554,At Risk
INV003052,99.5,3,387072,At Risk
INV003053,113.66666666666667,4,427097,At Risk
INV003054,47.2,11,1418876,At Risk
INV003055,68.28571428571429,8,805454,At Risk
INV003056,,1,337542,Active
INV003057,53.666666666666664,10,1297567,At Risk
INV003058,42.22222222222222,10,1273119,At Risk
INV003059,174.0,3,7084,At Risk
INV003060,43.09090909090909,12,1034342,At Risk
INV003061,59.57142857142857,8,889298,At Risk
INV003062,110.0,2,202392,At Risk
INV003063,43.375,9,658581,At Risk
INV003064,66.33333333333333,4,585172,At Risk
INV003065,48.75,9,1046147,At Risk
INV003066,154.5,3,23985,At Risk
INV003067,149.0,2,28292,At Risk
INV003068,74.0,6,530123,At Risk
INV003069,46.142857142857146,8,794791,At Risk
INV003070,39.63636363636363,12,1090507,At Risk
INV003071,79.5,3,527526,At Risk
INV003072,177.0,2,499119,At Risk
INV003073,42.875,9,1259757,At Risk
INV003074,46.3,11,1634452,At Risk
INV003075,40.2,11,927992,At Risk
INV003076,167.5,3,452138,At Risk
INV003077,60.5,9,1367565,At Risk
INV003078,60.625,9,669657,At Risk
INV003079,59.666666666666664,7,618776,At Risk
INV003080,67.0,3,4678,At Risk
INV003081,115.5,5,783687,At Risk
INV003082,36.111111111111114,10,553753,At Risk
INV003083,38.1,11,1689101,At Risk
INV003084,170.0,3,67157,At Risk
INV003085,163.5,3,639991,At Risk
INV003086,50.0,7,968216,At Risk
INV003087,106.0,2,41815,At Risk
INV003088,71.0,2,364193,At Risk
INV003089,58.0,8,325119,At Risk
INV003090,99.25,5,171361,At Risk
INV003091,40.7,11,347054,At Risk
INV003092,187.0,2,3436,At Risk
INV003093,28.0,2,453181,Active
INV003094,,1,17401,Active
INV003095,41.09090909090909,12,944591,At Risk
INV003096,328.0,2,444046,At Risk
INV003097,39.90909090909091,12,1795141,At Risk
INV003098,211.5,3,66309,At Risk
INV003099,76.8,6,730569,At Risk
INV003100,59.285714285714285,8,546610,At Risk
INV003101,74.66666666666667,7,1479101,At Risk
INV003102,48.888888888888886,10,1750018,At Risk
INV003103,91.25,5,23176,At Risk
INV003104,105.5,3,648363,At Risk
INV003105,38.54545454545455,12,491438,At Risk
INV003106,,1,247118,Active
INV003107,,1,1086,Active
INV003108,152.33333333333334,4,413986,At Risk
INV003109,77.5,5,571876,At Risk
INV003110,52.142857142857146,8,1010412,At Risk
INV003111,43.55555555555556,10,1348632,At Risk
INV003112,76.33333333333333,7,502807,At Risk
INV003113,49.0,11,859530,At Risk
INV003114,,1,316091,Active
INV003115,40.0,7,214459,At Risk
INV003116,47.6,6,842444,At Risk
INV003117,42.36363636363637,12,1313643,At Risk
INV003118,80.0,3,434610,At Risk
INV003119,59.57142857142857,8,1330714,At Risk
INV003120,61.666666666666664,7,1139092,At Risk
INV003121,33.18181818181818,12,1228093,Active
INV003122,98.0,2,210488,At Risk
INV003123,58.375,9,1223696,At Risk
INV003124,39.0,12,2063719,At Risk
INV003125,68.33333333333333,7,672316,At Risk
INV003126,,1,160523,Active
INV003127,150.66666666666666,4,563480,At Risk
INV003128,61.333333333333336,7,885378,At Risk
INV003129,74.4,6,1105729,At Risk
INV003130,51.333333333333336,7,648630,At Risk
INV003131,54.0,2,204149,At Risk
INV003132,119.0,5,585449,At Risk
INV003133,114.5,3,631177,At Risk
INV003134,42.09090909090909,12,1079199,At Risk
INV003135,,1,311283,Active
INV003136,149.33333333333334,4,336392,At Risk
INV003137,232.0,2,25884,At Risk
INV003138,41.0,2,531917,At Risk
INV003139,30.09090909090909,12,1303353,Active
INV003140,36.27272727272727,12,785605,At Risk
INV003141,40.5,11,991161,At Risk
INV003142,125.5,3,56725,At Risk
INV003143,127.66666666666667,4,841214,At Risk
INV003144,49.5,11,1020806,At Risk
INV003145,68.5,3,458906,At Risk
INV003146,45.0,12,1081761,At Risk
INV003147,102.25,5,290895,At Risk
INV003148,,1,441228,Active
INV003149,77.0,2,10151,At Risk
INV003150,69.42857142857143,8,936606,At Risk
INV003151,50.625,9,454712,At Risk
INV003152,,1,6347,Active
INV003153,44.625,9,630949,At Risk
INV003154,120.66666666666667,4,693198,At Risk
INV003155,84.0,2,417208,At Risk
INV003156,,1,5644,Active
INV003157,103.33333333333333,4,524797,At Risk
INV003158,51.0,10,583192,At Risk
INV003159,62.4,6,757978,At Risk
INV003160,61.625,9,1237277,At Risk
INV003161,49.888888888888886,10,1306447,At Risk
INV003162,58.0,4,614278,At Risk
INV003163,192.0,3,123505,At Risk
INV003164,128.0,4,52460,At Risk
INV003165,79.5,7,500700,At Risk
INV003166,88.6,6,454721,At Risk
INV003167,66.8,6,224990,At Risk
INV003168,62.125,9,336440,At Risk
INV003169,53.625,9,1197535,At Risk
INV003170,,1,58028,Active
INV003171,66.71428571428571,8,1478098,At Risk
INV003172,,1,551,Active
INV003173,46.4,11,1213959,At Risk
INV003174,50.142857142857146,8,1328105,At Risk
INV003175,25.0,2,583491,Active
INV003176,78.4,6,289890,At Risk
INV003177,260.0,2,44496,At Risk
INV003178,41.0,9,576669,At Risk
INV003179,45.0,11,368693,At Risk
INV003180,,1,10765,Active
INV003181,113.0,5,648904,At Risk
INV003182,151.0,3,62872,At Risk
INV003183,124.5,3,94654,At Risk
INV003184,93.6,6,523034,At Risk
INV003185,56.857142857142854,8,727845,At Risk
INV003186,,1,16176,Active
INV003187,58.25,9,51008,At Risk
INV003188,63.857142857142854,8,1421309,At Risk
INV003189,41.81818181818182,12,722132,At Risk
INV003190,77.2,6,404988,At Risk
INV003191,42.63636363636363,12,1015766,At Risk
INV003192,37.27272727272727,12,1595941,At Risk
INV003193,48.3,11,1681104,At Risk
INV003194,79.6,6,112230,At Risk
INV003195,68.0,2,3345,At Risk
INV003196,68.85714285714286,8,206512,At Risk
INV003197,108.66666666666667,4,75585,At Risk
INV003198,123.5,5,306168,At Risk
INV003199,296.0,2,162809,At Risk
INV003200,61.25,9,742116,At Risk
INV003201,62.42857142857143,8,781106,At Risk
